web_scraper_order,web_scraper_start_url,containers_links,number_of_rooms,number_of_bathrooms,surface area,address
"1765217239-406","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-mermoz-sacre-coeur-4343837","5","5","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217242-407","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-virage-4344207","4","","","Ngor, Dakar, Sénégal"
"1765217244-408","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-4-pieces-almadies-4346814","4","350","","Almadies, Dakar, Sénégal"
"1765217247-409","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-3-pieces-ouakam-4346853","3","","","Ouakam, Dakar, Sénégal"
"1765217249-410","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-plateau-4344596","5","4","","Dakar Plateau, Dakar, Sénégal"
"1765217252-411","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4345451","4","4","","Point E, Dakar, Sénégal"
"1765217254-412","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-sacre-coeur-4349635","5","5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217257-413","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-4349821","3","4","","Mamelles, Dakar, Sénégal"
"1765217259-414","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-virage-biagui-4347131","3","3","215","Yoff, Dakar, Sénégal"
"1765217261-415","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4347365","4","4","","Point E, Dakar, Sénégal"
"1765217264-416","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-4347402","4","3","","Fann, Dakar, Sénégal"
"1765217266-417","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mermoz-4347415","5","4","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217269-418","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-la-cite-keur-gorgui-4350864","3","2","","Dakar, Sénégal"
"1765217271-419","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-la-cite-keur-gorgui-4350866","4","2","","Dakar, Sénégal"
"1765217274-420","https://sn.coinafrique.com/categorie/appartements?page=84","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-sicap-liberte-4351715","3","3","12","Sicap Liberté, Dakar, Sénégal"
"1765217281-421","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-cur-4349408","4","3","180","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217283-422","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-amitie-4349280","4","3","130","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217286-423","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4349964","4","4","","Point E, Dakar, Sénégal"
"1765217288-424","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4356245","3","3","12","Almadies, Dakar, Sénégal"
"1765217290-425","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-sicap-liberte-2-4353632","3","2","120 m2","Sicap Liberté, Dakar, Sénégal"
"1765217293-426","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-amitie-3-4354733","5","5","","Point E, Dakar, Sénégal"
"1765217295-427","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-mermoz-4357826","4","4","","Dakar Plateau, Dakar, Sénégal"
"1765217298-428","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-amitie-3-4354742","4","3","","Point E, Dakar, Sénégal"
"1765217300-429","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4354922","4","4","","Fann, Dakar, Sénégal"
"1765217303-430","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-4354974","3","3","","Point E, Dakar, Sénégal"
"1765217305-431","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-5-pieces-fann-residence-4354987","5","5","","Fann, Dakar, Sénégal"
"1765217307-432","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4358658","4","4","12","Ouakam, Dakar, Sénégal"
"1765217310-433","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4359298","4","","","Mamelles, Dakar, Sénégal"
"1765217312-434","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-liberte-6-extension-4356447","4","4","","Sicap Liberté, Dakar, Sénégal"
"1765217315-435","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-4357915","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217317-436","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-4361538","4","4","12","Ouakam, Dakar, Sénégal"
"1765217322-437","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4363670","3","3","12","Almadies, Dakar, Sénégal"
"1765217324-438","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-4364143","4","","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1765217327-439","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-dakar-plateau-4365274","4","5","200 m2","Dakar Plateau, Dakar, Sénégal"
"1765217331-440","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-4365277","4","4","250 m2","Fann, Dakar, Sénégal"
"1765217333-441","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-cite-mixta-4364156","3","2","","Patte d'oie, Dakar, Sénégal"
"1765217336-442","https://sn.coinafrique.com/categorie/appartements?page=83","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-dakar-plateau-4368257","2","2","","Dakar Plateau, Dakar, Sénégal"
